production_id,date,year,month,month_name,quarter,category,planned_qty,actual_qty,wastage_qty,net_produced_qty,raw_milk_used_l,production_efficiency_pct,wastage_rate_pct,shift,batch_number,day_of_week,financial_year,efficiency_band,data_quality_flag
PR002061,2024-03-09,2024,3,March,Q1,Paneer,125,120,3,117,1020.0,96.0,2.5,Morning,BATCH-20240309-PAN,Saturday,FY2023-24,Good (95-100%),OK
PR002062,2024-03-09,2024,3,March,Q1,Curd,363,343,8,335,377.3,94.49,2.33,Morning,BATCH-20240309-CUR,Saturday,FY2023-24,Fair (90-95%),OK
PR002063,2024-03-09,2024,3,March,Q1,Ghee,48,45,1,44,900.0,93.75,2.22,Morning,BATCH-20240309-GHE,Saturday,FY2023-24,Fair (90-95%),OK
PR002064,2024-03-09,2024,3,March,Q1,Butter,96,84,2,82,1848.0,87.5,2.38,Morning,BATCH-20240309-BUT,Saturday,FY2023-24,Poor (85-90%),OK
PR002065,2024-03-09,2024,3,March,Q1,Cream,64,61,1,60,366.0,95.31,1.64,Morning,BATCH-20240309-CRE,Saturday,FY2023-24,Good (95-100%),OK
PR002066,2024-03-11,2024,3,March,Q1,Milk Bulk,829,743,17,726,780.1,89.63,2.29,Evening,BATCH-20240311-MIL,Monday,FY2023-24,Poor (85-90%),OK
PR002067,2024-03-11,2024,3,March,Q1,Milk Packet,1827,1734,67,1667,1872.7,94.91,3.86,Evening,BATCH-20240311-MIL,Monday,FY2023-24,Fair (90-95%),OK
PR002068,2024-03-11,2024,3,March,Q1,Paneer,102,99,3,96,841.5,97.06,3.03,Evening,BATCH-20240311-PAN,Monday,FY2023-24,Good (95-100%),OK
PR002069,2024-03-11,2024,3,March,Q1,Curd,202,181,2,179,199.1,89.6,1.1,Evening,BATCH-20240311-CUR,Monday,FY2023-24,Poor (85-90%),OK
PR002070,2024-03-11,2024,3,March,Q1,Ghee,61,58,2,56,1160.0,95.08,3.45,Morning,BATCH-20240311-GHE,Monday,FY2023-24,Good (95-100%),OK
PR002071,2024-03-11,2024,3,March,Q1,Butter,81,76,2,74,1672.0,93.83,2.63,Morning,BATCH-20240311-BUT,Monday,FY2023-24,Fair (90-95%),OK
PR002072,2024-03-11,2024,3,March,Q1,Cream,55,53,1,52,318.0,96.36,1.89,Morning,BATCH-20240311-CRE,Monday,FY2023-24,Good (95-100%),OK
PR002073,2024-03-12,2024,3,March,Q1,Milk Bulk,1064,942,23,919,989.1,88.53,2.44,Evening,BATCH-20240312-MIL,Tuesday,FY2023-24,Poor (85-90%),OK
PR002074,2024-03-12,2024,3,March,Q1,Milk Packet,1785,1766,67,1699,1907.3,98.94,3.79,Morning,BATCH-20240312-MIL,Tuesday,FY2023-24,Good (95-100%),OK
PR002075,2024-03-12,2024,3,March,Q1,Paneer,131,125,3,122,1062.5,95.42,2.4,Evening,BATCH-20240312-PAN,Tuesday,FY2023-24,Good (95-100%),OK
PR002076,2024-03-12,2024,3,March,Q1,Curd,220,206,5,201,226.6,93.64,2.43,Morning,BATCH-20240312-CUR,Tuesday,FY2023-24,Fair (90-95%),OK
PR002077,2024-03-12,2024,3,March,Q1,Ghee,43,37,0,37,740.0,86.05,0.0,Morning,BATCH-20240312-GHE,Tuesday,FY2023-24,Poor (85-90%),OK
PR002078,2024-03-12,2024,3,March,Q1,Butter,76,72,1,71,1584.0,94.74,1.39,Morning,BATCH-20240312-BUT,Tuesday,FY2023-24,Fair (90-95%),OK
PR002079,2024-03-12,2024,3,March,Q1,Cream,60,55,2,53,330.0,91.67,3.64,Evening,BATCH-20240312-CRE,Tuesday,FY2023-24,Fair (90-95%),OK
PR002080,2024-03-13,2024,3,March,Q1,Milk Bulk,1033,946,23,923,993.3,91.58,2.43,Evening,BATCH-20240313-MIL,Wednesday,FY2023-24,Fair (90-95%),OK
PR002081,2024-03-13,2024,3,March,Q1,Milk Packet,2366,2289,80,2209,2472.1,96.75,3.49,Evening,BATCH-20240313-MIL,Wednesday,FY2023-24,Good (95-100%),OK
PR002082,2024-03-13,2024,3,March,Q1,Paneer,112,110,4,106,935.0,98.21,3.64,Morning,BATCH-20240313-PAN,Wednesday,FY2023-24,Good (95-100%),OK
PR002083,2024-03-13,2024,3,March,Q1,Curd,365,346,9,337,380.6,94.79,2.6,Morning,BATCH-20240313-CUR,Wednesday,FY2023-24,Fair (90-95%),OK
PR002084,2024-03-13,2024,3,March,Q1,Ghee,59,54,1,53,1080.0,91.53,1.85,Morning,BATCH-20240313-GHE,Wednesday,FY2023-24,Fair (90-95%),OK
PR002085,2024-03-13,2024,3,March,Q1,Butter,64,56,1,55,1232.0,87.5,1.79,Evening,BATCH-20240313-BUT,Wednesday,FY2023-24,Poor (85-90%),OK
PR002086,2024-03-13,2024,3,March,Q1,Cream,56,53,0,53,318.0,94.64,0.0,Evening,BATCH-20240313-CRE,Wednesday,FY2023-24,Fair (90-95%),OK
PR002087,2024-03-14,2024,3,March,Q1,Milk Bulk,1041,930,18,912,976.5,89.34,1.94,Morning,BATCH-20240314-MIL,Thursday,FY2023-24,Poor (85-90%),OK
PR002088,2024-03-14,2024,3,March,Q1,Milk Packet,2098,2073,52,2021,2238.8,98.81,2.51,Morning,BATCH-20240314-MIL,Thursday,FY2023-24,Good (95-100%),OK
PR002089,2024-03-14,2024,3,March,Q1,Paneer,78,70,1,69,595.0,89.74,1.43,Evening,BATCH-20240314-PAN,Thursday,FY2023-24,Poor (85-90%),OK
PR002090,2024-03-14,2024,3,March,Q1,Curd,240,218,5,213,239.8,90.83,2.29,Morning,BATCH-20240314-CUR,Thursday,FY2023-24,Fair (90-95%),OK
PR002091,2024-03-14,2024,3,March,Q1,Ghee,65,59,1,58,1180.0,90.77,1.69,Morning,BATCH-20240314-GHE,Thursday,FY2023-24,Fair (90-95%),OK
PR002092,2024-03-14,2024,3,March,Q1,Butter,76,67,2,65,1474.0,88.16,2.99,Evening,BATCH-20240314-BUT,Thursday,FY2023-24,Poor (85-90%),OK
PR002093,2024-03-14,2024,3,March,Q1,Cream,62,61,1,60,366.0,98.39,1.64,Evening,BATCH-20240314-CRE,Thursday,FY2023-24,Good (95-100%),OK
PR002094,2024-03-15,2024,3,March,Q1,Milk Bulk,978,932,16,916,978.6,95.3,1.72,Evening,BATCH-20240315-MIL,Friday,FY2023-24,Good (95-100%),OK
PR002095,2024-03-15,2024,3,March,Q1,Milk Packet,1950,1845,67,1778,1992.6,94.62,3.63,Morning,BATCH-20240315-MIL,Friday,FY2023-24,Fair (90-95%),OK
PR002096,2024-03-15,2024,3,March,Q1,Paneer,108,103,2,101,875.5,95.37,1.94,Morning,BATCH-20240315-PAN,Friday,FY2023-24,Good (95-100%),OK
PR002097,2024-03-15,2024,3,March,Q1,Curd,354,345,5,340,379.5,97.46,1.45,Morning,BATCH-20240315-CUR,Friday,FY2023-24,Good (95-100%),OK
PR002098,2024-03-15,2024,3,March,Q1,Ghee,61,58,0,58,1160.0,95.08,0.0,Evening,BATCH-20240315-GHE,Friday,FY2023-24,Good (95-100%),OK
PR002099,2024-03-15,2024,3,March,Q1,Butter,100,93,1,92,2046.0,93.0,1.08,Morning,BATCH-20240315-BUT,Friday,FY2023-24,Fair (90-95%),OK
PR002100,2024-03-15,2024,3,March,Q1,Cream,53,51,0,51,306.0,96.23,0.0,Morning,BATCH-20240315-CRE,Friday,FY2023-24,Good (95-100%),OK
PR002101,2024-03-16,2024,3,March,Q1,Milk Bulk,844,772,12,760,810.6,91.47,1.55,Evening,BATCH-20240316-MIL,Saturday,FY2023-24,Fair (90-95%),OK
PR002102,2024-03-16,2024,3,March,Q1,Milk Packet,2065,1818,66,1752,1963.4,88.04,3.63,Morning,BATCH-20240316-MIL,Saturday,FY2023-24,Poor (85-90%),OK
PR002103,2024-03-16,2024,3,March,Q1,Paneer,99,97,1,96,824.5,97.98,1.03,Evening,BATCH-20240316-PAN,Saturday,FY2023-24,Good (95-100%),OK
PR002104,2024-03-16,2024,3,March,Q1,Curd,276,263,6,257,289.3,95.29,2.28,Evening,BATCH-20240316-CUR,Saturday,FY2023-24,Good (95-100%),OK
PR002105,2024-03-16,2024,3,March,Q1,Ghee,47,45,1,44,900.0,95.74,2.22,Evening,BATCH-20240316-GHE,Saturday,FY2023-24,Good (95-100%),OK
PR002106,2024-03-16,2024,3,March,Q1,Butter,59,58,1,57,1276.0,98.31,1.72,Morning,BATCH-20240316-BUT,Saturday,FY2023-24,Good (95-100%),OK
PR002107,2024-03-16,2024,3,March,Q1,Cream,57,54,0,54,324.0,94.74,0.0,Evening,BATCH-20240316-CRE,Saturday,FY2023-24,Fair (90-95%),OK
PR002108,2024-03-18,2024,3,March,Q1,Milk Bulk,1080,987,16,971,1036.4,91.39,1.62,Evening,BATCH-20240318-MIL,Monday,FY2023-24,Fair (90-95%),OK
PR002109,2024-03-18,2024,3,March,Q1,Milk Packet,1800,1733,39,1694,1871.6,96.28,2.25,Morning,BATCH-20240318-MIL,Monday,FY2023-24,Good (95-100%),OK
PR002110,2024-03-18,2024,3,March,Q1,Paneer,132,120,2,118,1020.0,90.91,1.67,Morning,BATCH-20240318-PAN,Monday,FY2023-24,Fair (90-95%),OK
PR002111,2024-03-18,2024,3,March,Q1,Curd,214,200,4,196,220.0,93.46,2.0,Morning,BATCH-20240318-CUR,Monday,FY2023-24,Fair (90-95%),OK
PR002112,2024-03-18,2024,3,March,Q1,Ghee,69,64,2,62,1280.0,92.75,3.12,Morning,BATCH-20240318-GHE,Monday,FY2023-24,Fair (90-95%),OK
PR002113,2024-03-18,2024,3,March,Q1,Butter,78,71,1,70,1562.0,91.03,1.41,Morning,BATCH-20240318-BUT,Monday,FY2023-24,Fair (90-95%),OK
PR002114,2024-03-18,2024,3,March,Q1,Cream,47,42,1,41,252.0,89.36,2.38,Morning,BATCH-20240318-CRE,Monday,FY2023-24,Poor (85-90%),OK
PR002115,2024-03-19,2024,3,March,Q1,Milk Bulk,1043,961,17,944,1009.1,92.14,1.77,Morning,BATCH-20240319-MIL,Tuesday,FY2023-24,Fair (90-95%),OK
PR002116,2024-03-19,2024,3,March,Q1,Milk Packet,2183,2144,59,2085,2315.5,98.21,2.75,Morning,BATCH-20240319-MIL,Tuesday,FY2023-24,Good (95-100%),OK
PR002117,2024-03-19,2024,3,March,Q1,Paneer,140,130,1,129,1105.0,92.86,0.77,Evening,BATCH-20240319-PAN,Tuesday,FY2023-24,Fair (90-95%),OK
PR002118,2024-03-19,2024,3,March,Q1,Curd,261,248,5,243,272.8,95.02,2.02,Morning,BATCH-20240319-CUR,Tuesday,FY2023-24,Good (95-100%),OK
PR002119,2024-03-19,2024,3,March,Q1,Ghee,38,33,0,33,660.0,86.84,0.0,Evening,BATCH-20240319-GHE,Tuesday,FY2023-24,Poor (85-90%),OK
PR002120,2024-03-19,2024,3,March,Q1,Butter,62,57,1,56,1254.0,91.94,1.75,Evening,BATCH-20240319-BUT,Tuesday,FY2023-24,Fair (90-95%),OK
PR002121,2024-03-19,2024,3,March,Q1,Cream,32,29,0,29,174.0,90.62,0.0,Morning,BATCH-20240319-CRE,Tuesday,FY2023-24,Fair (90-95%),OK
PR002122,2024-03-20,2024,3,March,Q1,Milk Bulk,1120,1083,42,1041,1137.2,96.7,3.88,Morning,BATCH-20240320-MIL,Wednesday,FY2023-24,Good (95-100%),OK
PR002123,2024-03-20,2024,3,March,Q1,Milk Packet,1966,1875,48,1827,2025.0,95.37,2.56,Morning,BATCH-20240320-MIL,Wednesday,FY2023-24,Good (95-100%),OK
PR002124,2024-03-20,2024,3,March,Q1,Paneer,89,86,1,85,731.0,96.63,1.16,Evening,BATCH-20240320-PAN,Wednesday,FY2023-24,Good (95-100%),OK
PR002125,2024-03-20,2024,3,March,Q1,Curd,361,352,8,344,387.2,97.51,2.27,Evening,BATCH-20240320-CUR,Wednesday,FY2023-24,Good (95-100%),OK
PR002126,2024-03-20,2024,3,March,Q1,Ghee,61,58,1,57,1160.0,95.08,1.72,Evening,BATCH-20240320-GHE,Wednesday,FY2023-24,Good (95-100%),OK
PR002127,2024-03-20,2024,3,March,Q1,Butter,65,57,1,56,1254.0,87.69,1.75,Evening,BATCH-20240320-BUT,Wednesday,FY2023-24,Poor (85-90%),OK
PR002128,2024-03-20,2024,3,March,Q1,Cream,53,52,0,52,312.0,98.11,0.0,Morning,BATCH-20240320-CRE,Wednesday,FY2023-24,Good (95-100%),OK
PR002129,2024-03-21,2024,3,March,Q1,Milk Bulk,1132,1102,12,1090,1157.1,97.35,1.09,Evening,BATCH-20240321-MIL,Thursday,FY2023-24,Good (95-100%),OK
PR002130,2024-03-21,2024,3,March,Q1,Milk Packet,1985,1892,44,1848,2043.4,95.31,2.33,Morning,BATCH-20240321-MIL,Thursday,FY2023-24,Good (95-100%),OK
PR002131,2024-03-21,2024,3,March,Q1,Paneer,132,122,4,118,1037.0,92.42,3.28,Evening,BATCH-20240321-PAN,Thursday,FY2023-24,Fair (90-95%),OK
PR002132,2024-03-21,2024,3,March,Q1,Curd,300,270,5,265,297.0,90.0,1.85,Morning,BATCH-20240321-CUR,Thursday,FY2023-24,Poor (85-90%),OK
PR002133,2024-03-21,2024,3,March,Q1,Ghee,65,64,2,62,1280.0,98.46,3.12,Evening,BATCH-20240321-GHE,Thursday,FY2023-24,Good (95-100%),OK
PR002134,2024-03-21,2024,3,March,Q1,Butter,96,92,2,90,2024.0,95.83,2.17,Evening,BATCH-20240321-BUT,Thursday,FY2023-24,Good (95-100%),OK
PR002135,2024-03-21,2024,3,March,Q1,Cream,32,29,0,29,174.0,90.62,0.0,Evening,BATCH-20240321-CRE,Thursday,FY2023-24,Fair (90-95%),OK
PR002136,2024-03-22,2024,3,March,Q1,Milk Bulk,947,913,23,890,958.7,96.41,2.52,Morning,BATCH-20240322-MIL,Friday,FY2023-24,Good (95-100%),OK
PR002137,2024-03-22,2024,3,March,Q1,Milk Packet,1701,1530,28,1502,1652.4,89.95,1.83,Morning,BATCH-20240322-MIL,Friday,FY2023-24,Poor (85-90%),OK
PR002138,2024-03-22,2024,3,March,Q1,Paneer,117,103,1,102,875.5,88.03,0.97,Evening,BATCH-20240322-PAN,Friday,FY2023-24,Poor (85-90%),OK
PR002139,2024-03-22,2024,3,March,Q1,Curd,269,256,8,248,281.6,95.17,3.12,Evening,BATCH-20240322-CUR,Friday,FY2023-24,Good (95-100%),OK
PR002140,2024-03-22,2024,3,March,Q1,Ghee,43,40,0,40,800.0,93.02,0.0,Morning,BATCH-20240322-GHE,Friday,FY2023-24,Fair (90-95%),OK
PR002141,2024-03-22,2024,3,March,Q1,Butter,79,70,2,68,1540.0,88.61,2.86,Morning,BATCH-20240322-BUT,Friday,FY2023-24,Poor (85-90%),OK
PR002142,2024-03-22,2024,3,March,Q1,Cream,55,51,1,50,306.0,92.73,1.96,Morning,BATCH-20240322-CRE,Friday,FY2023-24,Fair (90-95%),OK
PR002143,2024-03-23,2024,3,March,Q1,Milk Bulk,775,764,21,743,802.2,98.58,2.75,Morning,BATCH-20240323-MIL,Saturday,FY2023-24,Good (95-100%),OK
PR002144,2024-03-23,2024,3,March,Q1,Milk Packet,2314,2262,70,2192,2443.0,97.75,3.09,Evening,BATCH-20240323-MIL,Saturday,FY2023-24,Good (95-100%),OK
PR002145,2024-03-23,2024,3,March,Q1,Paneer,109,104,1,103,884.0,95.41,0.96,Evening,BATCH-20240323-PAN,Saturday,FY2023-24,Good (95-100%),OK
PR002146,2024-03-23,2024,3,March,Q1,Curd,342,333,7,326,366.3,97.37,2.1,Morning,BATCH-20240323-CUR,Saturday,FY2023-24,Good (95-100%),OK
PR002147,2024-03-23,2024,3,March,Q1,Ghee,65,62,0,62,1240.0,95.38,0.0,Evening,BATCH-20240323-GHE,Saturday,FY2023-24,Good (95-100%),OK
PR002148,2024-03-23,2024,3,March,Q1,Butter,76,73,2,71,1606.0,96.05,2.74,Morning,BATCH-20240323-BUT,Saturday,FY2023-24,Good (95-100%),OK
PR002149,2024-03-23,2024,3,March,Q1,Cream,45,42,1,41,252.0,93.33,2.38,Morning,BATCH-20240323-CRE,Saturday,FY2023-24,Fair (90-95%),OK
PR002150,2024-03-25,2024,3,March,Q1,Milk Bulk,813,793,23,770,832.7,97.54,2.9,Morning,BATCH-20240325-MIL,Monday,FY2023-24,Good (95-100%),OK
PR002151,2024-03-25,2024,3,March,Q1,Milk Packet,2342,2134,38,2096,2304.7,91.12,1.78,Morning,BATCH-20240325-MIL,Monday,FY2023-24,Fair (90-95%),OK
PR002152,2024-03-25,2024,3,March,Q1,Paneer,78,74,1,73,629.0,94.87,1.35,Morning,BATCH-20240325-PAN,Monday,FY2023-24,Fair (90-95%),OK
PR002153,2024-03-25,2024,3,March,Q1,Curd,210,204,7,197,224.4,97.14,3.43,Morning,BATCH-20240325-CUR,Monday,FY2023-24,Good (95-100%),OK
PR002154,2024-03-25,2024,3,March,Q1,Ghee,67,62,1,61,1240.0,92.54,1.61,Evening,BATCH-20240325-GHE,Monday,FY2023-24,Fair (90-95%),OK
PR002155,2024-03-25,2024,3,March,Q1,Butter,66,59,1,58,1298.0,89.39,1.69,Morning,BATCH-20240325-BUT,Monday,FY2023-24,Poor (85-90%),OK
PR002156,2024-03-25,2024,3,March,Q1,Cream,64,59,0,59,354.0,92.19,0.0,Morning,BATCH-20240325-CRE,Monday,FY2023-24,Fair (90-95%),OK
PR002157,2024-03-26,2024,3,March,Q1,Milk Bulk,1093,974,20,954,1022.7,89.11,2.05,Evening,BATCH-20240326-MIL,Tuesday,FY2023-24,Poor (85-90%),OK
PR002158,2024-03-26,2024,3,March,Q1,Milk Packet,2226,2023,31,1992,2184.8,90.88,1.53,Morning,BATCH-20240326-MIL,Tuesday,FY2023-24,Fair (90-95%),OK
PR002159,2024-03-26,2024,3,March,Q1,Paneer,123,109,2,107,926.5,88.62,1.83,Evening,BATCH-20240326-PAN,Tuesday,FY2023-24,Poor (85-90%),OK
PR002160,2024-03-26,2024,3,March,Q1,Curd,378,335,13,322,368.5,88.62,3.88,Morning,BATCH-20240326-CUR,Tuesday,FY2023-24,Poor (85-90%),OK
PR002161,2024-03-26,2024,3,March,Q1,Ghee,39,36,1,35,720.0,92.31,2.78,Evening,BATCH-20240326-GHE,Tuesday,FY2023-24,Fair (90-95%),OK
PR002162,2024-03-26,2024,3,March,Q1,Butter,76,73,1,72,1606.0,96.05,1.37,Morning,BATCH-20240326-BUT,Tuesday,FY2023-24,Good (95-100%),OK
PR002163,2024-03-26,2024,3,March,Q1,Cream,61,57,2,55,342.0,93.44,3.51,Morning,BATCH-20240326-CRE,Tuesday,FY2023-24,Fair (90-95%),OK
PR002164,2024-03-27,2024,3,March,Q1,Milk Bulk,994,981,32,949,1030.0,98.69,3.26,Morning,BATCH-20240327-MIL,Wednesday,FY2023-24,Good (95-100%),OK
PR002165,2024-03-27,2024,3,March,Q1,Milk Packet,1758,1646,41,1605,1777.7,93.63,2.49,Morning,BATCH-20240327-MIL,Wednesday,FY2023-24,Fair (90-95%),OK
PR002166,2024-03-27,2024,3,March,Q1,Paneer,107,98,1,97,833.0,91.59,1.02,Evening,BATCH-20240327-PAN,Wednesday,FY2023-24,Fair (90-95%),OK
PR002167,2024-03-27,2024,3,March,Q1,Curd,347,331,5,326,364.1,95.39,1.51,Morning,BATCH-20240327-CUR,Wednesday,FY2023-24,Good (95-100%),OK
PR002168,2024-03-27,2024,3,March,Q1,Ghee,38,34,0,34,680.0,89.47,0.0,Evening,BATCH-20240327-GHE,Wednesday,FY2023-24,Poor (85-90%),OK
PR002169,2024-03-27,2024,3,March,Q1,Butter,78,75,1,74,1650.0,96.15,1.33,Evening,BATCH-20240327-BUT,Wednesday,FY2023-24,Good (95-100%),OK
PR002170,2024-03-27,2024,3,March,Q1,Cream,30,27,0,27,162.0,90.0,0.0,Morning,BATCH-20240327-CRE,Wednesday,FY2023-24,Poor (85-90%),OK
PR002171,2024-03-28,2024,3,March,Q1,Milk Bulk,803,793,27,766,832.7,98.75,3.4,Morning,BATCH-20240328-MIL,Thursday,FY2023-24,Good (95-100%),OK
PR002172,2024-03-28,2024,3,March,Q1,Milk Packet,2139,2036,38,1998,2198.9,95.18,1.87,Morning,BATCH-20240328-MIL,Thursday,FY2023-24,Good (95-100%),OK
PR002173,2024-03-28,2024,3,March,Q1,Paneer,92,84,2,82,714.0,91.3,2.38,Morning,BATCH-20240328-PAN,Thursday,FY2023-24,Fair (90-95%),OK
PR002174,2024-03-28,2024,3,March,Q1,Curd,320,282,5,277,310.2,88.12,1.77,Morning,BATCH-20240328-CUR,Thursday,FY2023-24,Poor (85-90%),OK
PR002175,2024-03-28,2024,3,March,Q1,Ghee,55,48,1,47,960.0,87.27,2.08,Evening,BATCH-20240328-GHE,Thursday,FY2023-24,Poor (85-90%),OK
PR002176,2024-03-28,2024,3,March,Q1,Butter,72,63,1,62,1386.0,87.5,1.59,Morning,BATCH-20240328-BUT,Thursday,FY2023-24,Poor (85-90%),OK
PR002177,2024-03-28,2024,3,March,Q1,Cream,38,34,1,33,204.0,89.47,2.94,Morning,BATCH-20240328-CRE,Thursday,FY2023-24,Poor (85-90%),OK
PR002178,2024-03-29,2024,3,March,Q1,Milk Bulk,778,739,26,713,776.0,94.99,3.52,Morning,BATCH-20240329-MIL,Friday,FY2023-24,Fair (90-95%),OK
PR002179,2024-03-29,2024,3,March,Q1,Milk Packet,1706,1529,56,1473,1651.3,89.62,3.66,Evening,BATCH-20240329-MIL,Friday,FY2023-24,Poor (85-90%),OK
PR002180,2024-03-29,2024,3,March,Q1,Paneer,116,109,2,107,926.5,93.97,1.83,Evening,BATCH-20240329-PAN,Friday,FY2023-24,Fair (90-95%),OK
PR002181,2024-03-29,2024,3,March,Q1,Curd,270,264,10,254,290.4,97.78,3.79,Evening,BATCH-20240329-CUR,Friday,FY2023-24,Good (95-100%),OK
PR002182,2024-03-29,2024,3,March,Q1,Ghee,52,46,1,45,920.0,88.46,2.17,Evening,BATCH-20240329-GHE,Friday,FY2023-24,Poor (85-90%),OK
PR002183,2024-03-29,2024,3,March,Q1,Butter,60,54,1,53,1188.0,90.0,1.85,Morning,BATCH-20240329-BUT,Friday,FY2023-24,Poor (85-90%),OK
PR002184,2024-03-29,2024,3,March,Q1,Cream,35,33,0,33,198.0,94.29,0.0,Evening,BATCH-20240329-CRE,Friday,FY2023-24,Fair (90-95%),OK
PR002185,2024-03-30,2024,3,March,Q1,Milk Bulk,1121,1009,16,993,1059.5,90.01,1.59,Morning,BATCH-20240330-MIL,Saturday,FY2023-24,Fair (90-95%),OK
PR002186,2024-03-30,2024,3,March,Q1,Milk Packet,2192,2077,67,2010,2243.2,94.75,3.23,Morning,BATCH-20240330-MIL,Saturday,FY2023-24,Fair (90-95%),OK
PR002187,2024-03-30,2024,3,March,Q1,Paneer,138,134,2,132,1139.0,97.1,1.49,Evening,BATCH-20240330-PAN,Saturday,FY2023-24,Good (95-100%),OK
PR002188,2024-03-30,2024,3,March,Q1,Curd,326,315,7,308,346.5,96.63,2.22,Morning,BATCH-20240330-CUR,Saturday,FY2023-24,Good (95-100%),OK
PR002189,2024-03-30,2024,3,March,Q1,Ghee,47,41,0,41,820.0,87.23,0.0,Evening,BATCH-20240330-GHE,Saturday,FY2023-24,Poor (85-90%),OK
PR002190,2024-03-30,2024,3,March,Q1,Butter,98,90,1,89,1980.0,91.84,1.11,Evening,BATCH-20240330-BUT,Saturday,FY2023-24,Fair (90-95%),OK
PR002191,2024-03-30,2024,3,March,Q1,Cream,53,47,1,46,282.0,88.68,2.13,Morning,BATCH-20240330-CRE,Saturday,FY2023-24,Poor (85-90%),OK
PR002192,2024-04-01,2024,4,April,Q2,Milk Bulk,1121,998,26,972,1047.9,89.03,2.61,Evening,BATCH-20240401-MIL,Monday,FY2024-25,Poor (85-90%),OK
PR002193,2024-04-01,2024,4,April,Q2,Milk Packet,1588,1414,24,1390,1527.1,89.04,1.7,Morning,BATCH-20240401-MIL,Monday,FY2024-25,Poor (85-90%),OK
PR002194,2024-04-01,2024,4,April,Q2,Paneer,106,103,1,102,875.5,97.17,0.97,Evening,BATCH-20240401-PAN,Monday,FY2024-25,Good (95-100%),OK
PR002195,2024-04-01,2024,4,April,Q2,Curd,382,352,7,345,387.2,92.15,1.99,Morning,BATCH-20240401-CUR,Monday,FY2024-25,Fair (90-95%),OK
PR002196,2024-04-01,2024,4,April,Q2,Ghee,79,72,2,70,1440.0,91.14,2.78,Morning,BATCH-20240401-GHE,Monday,FY2024-25,Fair (90-95%),OK
PR002197,2024-04-01,2024,4,April,Q2,Butter,76,74,1,73,1628.0,97.37,1.35,Evening,BATCH-20240401-BUT,Monday,FY2024-25,Good (95-100%),OK
PR002198,2024-04-01,2024,4,April,Q2,Cream,68,64,1,63,384.0,94.12,1.56,Morning,BATCH-20240401-CRE,Monday,FY2024-25,Fair (90-95%),OK
PR002199,2024-04-02,2024,4,April,Q2,Milk Bulk,878,798,11,787,837.9,90.89,1.38,Morning,BATCH-20240402-MIL,Tuesday,FY2024-25,Fair (90-95%),OK
PR002200,2024-04-02,2024,4,April,Q2,Milk Packet,1835,1704,53,1651,1840.3,92.86,3.11,Morning,BATCH-20240402-MIL,Tuesday,FY2024-25,Fair (90-95%),OK
PR002201,2024-04-02,2024,4,April,Q2,Paneer,138,127,3,124,1079.5,92.03,2.36,Morning,BATCH-20240402-PAN,Tuesday,FY2024-25,Fair (90-95%),OK
PR002202,2024-04-02,2024,4,April,Q2,Curd,262,248,3,245,272.8,94.66,1.21,Evening,BATCH-20240402-CUR,Tuesday,FY2024-25,Fair (90-95%),OK
PR002203,2024-04-02,2024,4,April,Q2,Ghee,55,49,1,48,980.0,89.09,2.04,Evening,BATCH-20240402-GHE,Tuesday,FY2024-25,Poor (85-90%),OK
PR002204,2024-04-02,2024,4,April,Q2,Butter,113,105,3,102,2310.0,92.92,2.86,Evening,BATCH-20240402-BUT,Tuesday,FY2024-25,Fair (90-95%),OK
PR002205,2024-04-02,2024,4,April,Q2,Cream,70,62,1,61,372.0,88.57,1.61,Morning,BATCH-20240402-CRE,Tuesday,FY2024-25,Poor (85-90%),OK
PR002206,2024-04-03,2024,4,April,Q2,Milk Bulk,968,902,12,890,947.1,93.18,1.33,Evening,BATCH-20240403-MIL,Wednesday,FY2024-25,Fair (90-95%),OK
PR002207,2024-04-03,2024,4,April,Q2,Milk Packet,1975,1820,29,1791,1965.6,92.15,1.59,Evening,BATCH-20240403-MIL,Wednesday,FY2024-25,Fair (90-95%),OK
PR002208,2024-04-03,2024,4,April,Q2,Paneer,87,77,1,76,654.5,88.51,1.3,Evening,BATCH-20240403-PAN,Wednesday,FY2024-25,Poor (85-90%),OK
PR002209,2024-04-03,2024,4,April,Q2,Curd,393,355,14,341,390.5,90.33,3.94,Evening,BATCH-20240403-CUR,Wednesday,FY2024-25,Fair (90-95%),OK
PR002210,2024-04-03,2024,4,April,Q2,Ghee,74,69,1,68,1380.0,93.24,1.45,Morning,BATCH-20240403-GHE,Wednesday,FY2024-25,Fair (90-95%),OK
PR002211,2024-04-03,2024,4,April,Q2,Butter,89,86,1,85,1892.0,96.63,1.16,Evening,BATCH-20240403-BUT,Wednesday,FY2024-25,Good (95-100%),OK
PR002212,2024-04-03,2024,4,April,Q2,Cream,59,52,1,51,312.0,88.14,1.92,Evening,BATCH-20240403-CRE,Wednesday,FY2024-25,Poor (85-90%),OK
PR002213,2024-04-04,2024,4,April,Q2,Milk Bulk,1207,1138,38,1100,1194.9,94.28,3.34,Evening,BATCH-20240404-MIL,Thursday,FY2024-25,Fair (90-95%),OK
PR002214,2024-04-04,2024,4,April,Q2,Milk Packet,1855,1762,55,1707,1903.0,94.99,3.12,Morning,BATCH-20240404-MIL,Thursday,FY2024-25,Fair (90-95%),OK
