inventory_id,date,year,month,month_name,quarter,product_id,product_name,category,opening_stock,received_qty,dispatched_qty,closing_stock,reorder_level,stock_status,financial_year,day_of_week,shelf_life_days,days_of_stock,shelf_life_risk
IN003320,2024-02-17,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5614,225,99,5740,15,OK,FY2023-24,Saturday,180,58.0,At Risk
IN003321,2024-02-17,2024,2,February,Q1,P09,Ghee 1L,Ghee,4495,113,124,4484,15,OK,FY2023-24,Saturday,180,36.2,At Risk
IN003322,2024-02-17,2024,2,February,Q1,P10,Butter 100g,Butter,5399,218,154,5463,25,OK,FY2023-24,Saturday,90,35.5,At Risk
IN003323,2024-02-17,2024,2,February,Q1,P11,Butter 500g,Butter,3280,246,233,3293,25,OK,FY2023-24,Saturday,90,14.1,At Risk
IN003324,2024-02-17,2024,2,February,Q1,P12,Cream 200ml,Cream,4502,178,81,4599,12,OK,FY2023-24,Saturday,10,56.8,Safe
IN003325,2024-02-19,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5310,276,111,5475,200,OK,FY2023-24,Monday,2,49.3,Safe
IN003326,2024-02-19,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,5156,105,257,5004,500,OK,FY2023-24,Monday,3,19.5,Safe
IN003327,2024-02-19,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7760,86,172,7674,500,OK,FY2023-24,Monday,3,44.6,Safe
IN003328,2024-02-19,2024,2,February,Q1,P04,Paneer 200g,Paneer,4665,251,142,4774,30,OK,FY2023-24,Monday,7,33.6,Safe
IN003329,2024-02-19,2024,2,February,Q1,P05,Paneer 500g,Paneer,3334,78,112,3300,30,OK,FY2023-24,Monday,7,29.5,Safe
IN003330,2024-02-19,2024,2,February,Q1,P06,Curd 400g,Curd,4217,276,87,4406,80,OK,FY2023-24,Monday,5,50.6,Safe
IN003331,2024-02-19,2024,2,February,Q1,P07,Curd 1kg,Curd,2156,115,81,2190,80,OK,FY2023-24,Monday,5,27.0,Safe
IN003332,2024-02-19,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5740,202,118,5824,15,OK,FY2023-24,Monday,180,49.4,At Risk
IN003333,2024-02-19,2024,2,February,Q1,P09,Ghee 1L,Ghee,4484,113,91,4506,15,OK,FY2023-24,Monday,180,49.5,At Risk
IN003334,2024-02-19,2024,2,February,Q1,P10,Butter 100g,Butter,5463,264,136,5591,25,OK,FY2023-24,Monday,90,41.1,At Risk
IN003335,2024-02-19,2024,2,February,Q1,P11,Butter 500g,Butter,3293,113,86,3320,25,OK,FY2023-24,Monday,90,38.6,At Risk
IN003336,2024-02-19,2024,2,February,Q1,P12,Cream 200ml,Cream,4599,210,247,4562,12,OK,FY2023-24,Monday,10,18.5,Safe
IN003337,2024-02-20,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5475,110,112,5473,200,OK,FY2023-24,Tuesday,2,48.9,Safe
IN003338,2024-02-20,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,5004,152,142,5014,500,OK,FY2023-24,Tuesday,3,35.3,Safe
IN003339,2024-02-20,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7674,226,168,7732,500,OK,FY2023-24,Tuesday,3,46.0,Safe
IN003340,2024-02-20,2024,2,February,Q1,P04,Paneer 200g,Paneer,4774,144,172,4746,30,OK,FY2023-24,Tuesday,7,27.6,Safe
IN003341,2024-02-20,2024,2,February,Q1,P05,Paneer 500g,Paneer,3300,121,137,3284,30,OK,FY2023-24,Tuesday,7,24.0,Safe
IN003342,2024-02-20,2024,2,February,Q1,P06,Curd 400g,Curd,4406,197,227,4376,80,OK,FY2023-24,Tuesday,5,19.3,Safe
IN003343,2024-02-20,2024,2,February,Q1,P07,Curd 1kg,Curd,2190,122,227,2085,80,OK,FY2023-24,Tuesday,5,9.2,Safe
IN003344,2024-02-20,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5824,56,118,5762,15,OK,FY2023-24,Tuesday,180,48.8,At Risk
IN003345,2024-02-20,2024,2,February,Q1,P09,Ghee 1L,Ghee,4506,218,149,4575,15,OK,FY2023-24,Tuesday,180,30.7,At Risk
IN003346,2024-02-20,2024,2,February,Q1,P10,Butter 100g,Butter,5591,81,58,5614,25,OK,FY2023-24,Tuesday,90,96.8,Safe
IN003347,2024-02-20,2024,2,February,Q1,P11,Butter 500g,Butter,3320,131,45,3406,25,OK,FY2023-24,Tuesday,90,75.7,At Risk
IN003348,2024-02-20,2024,2,February,Q1,P12,Cream 200ml,Cream,4562,91,220,4433,12,OK,FY2023-24,Tuesday,10,20.2,Safe
IN003349,2024-02-21,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5473,246,256,5463,200,OK,FY2023-24,Wednesday,2,21.3,Safe
IN003350,2024-02-21,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,5014,238,172,5080,500,OK,FY2023-24,Wednesday,3,29.5,Safe
IN003351,2024-02-21,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7732,248,60,7920,500,OK,FY2023-24,Wednesday,3,132.0,Safe
IN003352,2024-02-21,2024,2,February,Q1,P04,Paneer 200g,Paneer,4746,234,204,4776,30,OK,FY2023-24,Wednesday,7,23.4,Safe
IN003353,2024-02-21,2024,2,February,Q1,P05,Paneer 500g,Paneer,3284,122,266,3140,30,OK,FY2023-24,Wednesday,7,11.8,Safe
IN003354,2024-02-21,2024,2,February,Q1,P06,Curd 400g,Curd,4376,175,178,4373,80,OK,FY2023-24,Wednesday,5,24.6,Safe
IN003355,2024-02-21,2024,2,February,Q1,P07,Curd 1kg,Curd,2085,172,130,2127,80,OK,FY2023-24,Wednesday,5,16.4,Safe
IN003356,2024-02-21,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5762,230,156,5836,15,OK,FY2023-24,Wednesday,180,37.4,At Risk
IN003357,2024-02-21,2024,2,February,Q1,P09,Ghee 1L,Ghee,4575,100,64,4611,15,OK,FY2023-24,Wednesday,180,72.0,At Risk
IN003358,2024-02-21,2024,2,February,Q1,P10,Butter 100g,Butter,5614,265,115,5764,25,OK,FY2023-24,Wednesday,90,50.1,At Risk
IN003359,2024-02-21,2024,2,February,Q1,P11,Butter 500g,Butter,3406,284,263,3427,25,OK,FY2023-24,Wednesday,90,13.0,At Risk
IN003360,2024-02-21,2024,2,February,Q1,P12,Cream 200ml,Cream,4433,80,231,4282,12,OK,FY2023-24,Wednesday,10,18.5,Safe
IN003361,2024-02-22,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5463,56,65,5454,200,OK,FY2023-24,Thursday,2,83.9,Safe
IN003362,2024-02-22,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,5080,83,55,5108,500,OK,FY2023-24,Thursday,3,92.9,Safe
IN003363,2024-02-22,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7920,57,145,7832,500,OK,FY2023-24,Thursday,3,54.0,Safe
IN003364,2024-02-22,2024,2,February,Q1,P04,Paneer 200g,Paneer,4776,128,82,4822,30,OK,FY2023-24,Thursday,7,58.8,Safe
IN003365,2024-02-22,2024,2,February,Q1,P05,Paneer 500g,Paneer,3140,182,258,3064,30,OK,FY2023-24,Thursday,7,11.9,Safe
IN003366,2024-02-22,2024,2,February,Q1,P06,Curd 400g,Curd,4373,182,264,4291,80,OK,FY2023-24,Thursday,5,16.3,Safe
IN003367,2024-02-22,2024,2,February,Q1,P07,Curd 1kg,Curd,2127,135,48,2214,80,OK,FY2023-24,Thursday,5,46.1,Safe
IN003368,2024-02-22,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5836,126,217,5745,15,OK,FY2023-24,Thursday,180,26.5,At Risk
IN003369,2024-02-22,2024,2,February,Q1,P09,Ghee 1L,Ghee,4611,298,231,4678,15,OK,FY2023-24,Thursday,180,20.3,At Risk
IN003370,2024-02-22,2024,2,February,Q1,P10,Butter 100g,Butter,5764,288,208,5844,25,OK,FY2023-24,Thursday,90,28.1,At Risk
IN003371,2024-02-22,2024,2,February,Q1,P11,Butter 500g,Butter,3427,132,136,3423,25,OK,FY2023-24,Thursday,90,25.2,At Risk
IN003372,2024-02-22,2024,2,February,Q1,P12,Cream 200ml,Cream,4282,51,218,4115,12,OK,FY2023-24,Thursday,10,18.9,Safe
IN003373,2024-02-23,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5454,160,95,5519,200,OK,FY2023-24,Friday,2,58.1,Safe
IN003374,2024-02-23,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,5108,154,69,5193,500,OK,FY2023-24,Friday,3,75.3,Safe
IN003375,2024-02-23,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7832,136,211,7757,500,OK,FY2023-24,Friday,3,36.8,Safe
IN003376,2024-02-23,2024,2,February,Q1,P04,Paneer 200g,Paneer,4822,114,263,4673,30,OK,FY2023-24,Friday,7,17.8,Safe
IN003377,2024-02-23,2024,2,February,Q1,P05,Paneer 500g,Paneer,3064,81,94,3051,30,OK,FY2023-24,Friday,7,32.5,Safe
IN003378,2024-02-23,2024,2,February,Q1,P06,Curd 400g,Curd,4291,147,186,4252,80,OK,FY2023-24,Friday,5,22.9,Safe
IN003379,2024-02-23,2024,2,February,Q1,P07,Curd 1kg,Curd,2214,66,96,2184,80,OK,FY2023-24,Friday,5,22.8,Safe
IN003380,2024-02-23,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5745,100,114,5731,15,OK,FY2023-24,Friday,180,50.3,At Risk
IN003381,2024-02-23,2024,2,February,Q1,P09,Ghee 1L,Ghee,4678,117,278,4517,15,OK,FY2023-24,Friday,180,16.2,At Risk
IN003382,2024-02-23,2024,2,February,Q1,P10,Butter 100g,Butter,5844,226,160,5910,25,OK,FY2023-24,Friday,90,36.9,At Risk
IN003383,2024-02-23,2024,2,February,Q1,P11,Butter 500g,Butter,3423,104,253,3274,25,OK,FY2023-24,Friday,90,12.9,At Risk
IN003384,2024-02-23,2024,2,February,Q1,P12,Cream 200ml,Cream,4115,239,247,4107,12,OK,FY2023-24,Friday,10,16.6,Safe
IN003385,2024-02-24,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5519,142,190,5471,200,OK,FY2023-24,Saturday,2,28.8,Safe
IN003386,2024-02-24,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,5193,238,185,5246,500,OK,FY2023-24,Saturday,3,28.4,Safe
IN003387,2024-02-24,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7757,78,93,7742,500,OK,FY2023-24,Saturday,3,83.2,Safe
IN003388,2024-02-24,2024,2,February,Q1,P04,Paneer 200g,Paneer,4673,51,252,4472,30,OK,FY2023-24,Saturday,7,17.7,Safe
IN003389,2024-02-24,2024,2,February,Q1,P05,Paneer 500g,Paneer,3051,223,230,3044,30,OK,FY2023-24,Saturday,7,13.2,Safe
IN003390,2024-02-24,2024,2,February,Q1,P06,Curd 400g,Curd,4252,286,255,4283,80,OK,FY2023-24,Saturday,5,16.8,Safe
IN003391,2024-02-24,2024,2,February,Q1,P07,Curd 1kg,Curd,2184,197,157,2224,80,OK,FY2023-24,Saturday,5,14.2,Safe
IN003392,2024-02-24,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5731,217,217,5731,15,OK,FY2023-24,Saturday,180,26.4,At Risk
IN003393,2024-02-24,2024,2,February,Q1,P09,Ghee 1L,Ghee,4517,260,46,4731,15,OK,FY2023-24,Saturday,180,102.8,At Risk
IN003394,2024-02-24,2024,2,February,Q1,P10,Butter 100g,Butter,5910,204,73,6041,25,OK,FY2023-24,Saturday,90,82.8,At Risk
IN003395,2024-02-24,2024,2,February,Q1,P11,Butter 500g,Butter,3274,67,250,3091,25,OK,FY2023-24,Saturday,90,12.4,At Risk
IN003396,2024-02-24,2024,2,February,Q1,P12,Cream 200ml,Cream,4107,163,78,4192,12,OK,FY2023-24,Saturday,10,53.7,Safe
IN003397,2024-02-26,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5471,200,123,5548,200,OK,FY2023-24,Monday,2,45.1,Safe
IN003398,2024-02-26,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,5246,137,249,5134,500,OK,FY2023-24,Monday,3,20.6,Safe
IN003399,2024-02-26,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7742,56,134,7664,500,OK,FY2023-24,Monday,3,57.2,Safe
IN003400,2024-02-26,2024,2,February,Q1,P04,Paneer 200g,Paneer,4472,255,162,4565,30,OK,FY2023-24,Monday,7,28.2,Safe
IN003401,2024-02-26,2024,2,February,Q1,P05,Paneer 500g,Paneer,3044,265,212,3097,30,OK,FY2023-24,Monday,7,14.6,Safe
IN003402,2024-02-26,2024,2,February,Q1,P06,Curd 400g,Curd,4283,54,62,4275,80,OK,FY2023-24,Monday,5,69.0,Safe
IN003403,2024-02-26,2024,2,February,Q1,P07,Curd 1kg,Curd,2224,53,222,2055,80,OK,FY2023-24,Monday,5,9.3,Safe
IN003404,2024-02-26,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5731,55,180,5606,15,OK,FY2023-24,Monday,180,31.1,At Risk
IN003405,2024-02-26,2024,2,February,Q1,P09,Ghee 1L,Ghee,4731,212,221,4722,15,OK,FY2023-24,Monday,180,21.4,At Risk
IN003406,2024-02-26,2024,2,February,Q1,P10,Butter 100g,Butter,6041,126,88,6079,25,OK,FY2023-24,Monday,90,69.1,At Risk
IN003407,2024-02-26,2024,2,February,Q1,P11,Butter 500g,Butter,3091,192,177,3106,25,OK,FY2023-24,Monday,90,17.5,At Risk
IN003408,2024-02-26,2024,2,February,Q1,P12,Cream 200ml,Cream,4192,157,227,4122,12,OK,FY2023-24,Monday,10,18.2,Safe
IN003409,2024-02-27,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5548,222,117,5653,200,OK,FY2023-24,Tuesday,2,48.3,Safe
IN003410,2024-02-27,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,5134,119,259,4994,500,OK,FY2023-24,Tuesday,3,19.3,Safe
IN003411,2024-02-27,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7664,64,259,7469,500,OK,FY2023-24,Tuesday,3,28.8,Safe
IN003412,2024-02-27,2024,2,February,Q1,P04,Paneer 200g,Paneer,4565,196,235,4526,30,OK,FY2023-24,Tuesday,7,19.3,Safe
IN003413,2024-02-27,2024,2,February,Q1,P05,Paneer 500g,Paneer,3097,95,148,3044,30,OK,FY2023-24,Tuesday,7,20.6,Safe
IN003414,2024-02-27,2024,2,February,Q1,P06,Curd 400g,Curd,4275,126,208,4193,80,OK,FY2023-24,Tuesday,5,20.2,Safe
IN003415,2024-02-27,2024,2,February,Q1,P07,Curd 1kg,Curd,2055,158,217,1996,80,OK,FY2023-24,Tuesday,5,9.2,Safe
IN003416,2024-02-27,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5606,165,84,5687,15,OK,FY2023-24,Tuesday,180,67.7,At Risk
IN003417,2024-02-27,2024,2,February,Q1,P09,Ghee 1L,Ghee,4722,120,273,4569,15,OK,FY2023-24,Tuesday,180,16.7,At Risk
IN003418,2024-02-27,2024,2,February,Q1,P10,Butter 100g,Butter,6079,224,58,6245,25,OK,FY2023-24,Tuesday,90,107.7,Safe
IN003419,2024-02-27,2024,2,February,Q1,P11,Butter 500g,Butter,3106,101,179,3028,25,OK,FY2023-24,Tuesday,90,16.9,At Risk
IN003420,2024-02-27,2024,2,February,Q1,P12,Cream 200ml,Cream,4122,88,140,4070,12,OK,FY2023-24,Tuesday,10,29.1,Safe
IN003421,2024-02-28,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5653,139,267,5525,200,OK,FY2023-24,Wednesday,2,20.7,Safe
IN003422,2024-02-28,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,4994,59,69,4984,500,OK,FY2023-24,Wednesday,3,72.2,Safe
IN003423,2024-02-28,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7469,128,126,7471,500,OK,FY2023-24,Wednesday,3,59.3,Safe
IN003424,2024-02-28,2024,2,February,Q1,P04,Paneer 200g,Paneer,4526,142,272,4396,30,OK,FY2023-24,Wednesday,7,16.2,Safe
IN003425,2024-02-28,2024,2,February,Q1,P05,Paneer 500g,Paneer,3044,190,137,3097,30,OK,FY2023-24,Wednesday,7,22.6,Safe
IN003426,2024-02-28,2024,2,February,Q1,P06,Curd 400g,Curd,4193,242,257,4178,80,OK,FY2023-24,Wednesday,5,16.3,Safe
IN003427,2024-02-28,2024,2,February,Q1,P07,Curd 1kg,Curd,1996,109,60,2045,80,OK,FY2023-24,Wednesday,5,34.1,Safe
IN003428,2024-02-28,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5687,52,191,5548,15,OK,FY2023-24,Wednesday,180,29.0,At Risk
IN003429,2024-02-28,2024,2,February,Q1,P09,Ghee 1L,Ghee,4569,248,56,4761,15,OK,FY2023-24,Wednesday,180,85.0,At Risk
IN003430,2024-02-28,2024,2,February,Q1,P10,Butter 100g,Butter,6245,81,233,6093,25,OK,FY2023-24,Wednesday,90,26.2,At Risk
IN003431,2024-02-28,2024,2,February,Q1,P11,Butter 500g,Butter,3028,184,83,3129,25,OK,FY2023-24,Wednesday,90,37.7,At Risk
IN003432,2024-02-28,2024,2,February,Q1,P12,Cream 200ml,Cream,4070,110,264,3916,12,OK,FY2023-24,Wednesday,10,14.8,Safe
IN003433,2024-02-29,2024,2,February,Q1,P01,Milk Bulk 1L,Milk Bulk,5525,227,62,5690,200,OK,FY2023-24,Thursday,2,91.8,Safe
IN003434,2024-02-29,2024,2,February,Q1,P02,Milk Packet 500ml,Milk Packet,4984,278,154,5108,500,OK,FY2023-24,Thursday,3,33.2,Safe
IN003435,2024-02-29,2024,2,February,Q1,P03,Milk Packet 200ml,Milk Packet,7471,133,128,7476,500,OK,FY2023-24,Thursday,3,58.4,Safe
IN003436,2024-02-29,2024,2,February,Q1,P04,Paneer 200g,Paneer,4396,81,212,4265,30,OK,FY2023-24,Thursday,7,20.1,Safe
IN003437,2024-02-29,2024,2,February,Q1,P05,Paneer 500g,Paneer,3097,149,131,3115,30,OK,FY2023-24,Thursday,7,23.8,Safe
IN003438,2024-02-29,2024,2,February,Q1,P06,Curd 400g,Curd,4178,165,243,4100,80,OK,FY2023-24,Thursday,5,16.9,Safe
IN003439,2024-02-29,2024,2,February,Q1,P07,Curd 1kg,Curd,2045,76,249,1872,80,OK,FY2023-24,Thursday,5,7.5,Safe
IN003440,2024-02-29,2024,2,February,Q1,P08,Ghee 500ml,Ghee,5548,288,216,5620,15,OK,FY2023-24,Thursday,180,26.0,At Risk
IN003441,2024-02-29,2024,2,February,Q1,P09,Ghee 1L,Ghee,4761,133,247,4647,15,OK,FY2023-24,Thursday,180,18.8,At Risk
IN003442,2024-02-29,2024,2,February,Q1,P10,Butter 100g,Butter,6093,93,262,5924,25,OK,FY2023-24,Thursday,90,22.6,At Risk
IN003443,2024-02-29,2024,2,February,Q1,P11,Butter 500g,Butter,3129,52,129,3052,25,OK,FY2023-24,Thursday,90,23.7,At Risk
IN003444,2024-02-29,2024,2,February,Q1,P12,Cream 200ml,Cream,3916,105,271,3750,12,OK,FY2023-24,Thursday,10,13.8,Safe
IN003445,2024-03-01,2024,3,March,Q1,P01,Milk Bulk 1L,Milk Bulk,5690,253,46,5897,200,OK,FY2023-24,Friday,2,128.2,Safe
IN003446,2024-03-01,2024,3,March,Q1,P02,Milk Packet 500ml,Milk Packet,5108,266,277,5097,500,OK,FY2023-24,Friday,3,18.4,Safe
IN003447,2024-03-01,2024,3,March,Q1,P03,Milk Packet 200ml,Milk Packet,7476,128,242,7362,500,OK,FY2023-24,Friday,3,30.4,Safe
IN003448,2024-03-01,2024,3,March,Q1,P04,Paneer 200g,Paneer,4265,87,211,4141,30,OK,FY2023-24,Friday,7,19.6,Safe
IN003449,2024-03-01,2024,3,March,Q1,P05,Paneer 500g,Paneer,3115,144,42,3217,30,OK,FY2023-24,Friday,7,76.6,Safe
IN003450,2024-03-01,2024,3,March,Q1,P06,Curd 400g,Curd,4100,177,131,4146,80,OK,FY2023-24,Friday,5,31.6,Safe
IN003451,2024-03-01,2024,3,March,Q1,P07,Curd 1kg,Curd,1872,205,237,1840,80,OK,FY2023-24,Friday,5,7.8,Safe
IN003452,2024-03-01,2024,3,March,Q1,P08,Ghee 500ml,Ghee,5620,127,41,5706,15,OK,FY2023-24,Friday,180,139.2,At Risk
IN003453,2024-03-01,2024,3,March,Q1,P09,Ghee 1L,Ghee,4647,295,94,4848,15,OK,FY2023-24,Friday,180,51.6,At Risk
IN003454,2024-03-01,2024,3,March,Q1,P10,Butter 100g,Butter,5924,66,183,5807,25,OK,FY2023-24,Friday,90,31.7,At Risk
IN003455,2024-03-01,2024,3,March,Q1,P11,Butter 500g,Butter,3052,62,271,2843,25,OK,FY2023-24,Friday,90,10.5,At Risk
IN003456,2024-03-01,2024,3,March,Q1,P12,Cream 200ml,Cream,3750,211,266,3695,12,OK,FY2023-24,Friday,10,13.9,Safe
IN003457,2024-03-02,2024,3,March,Q1,P01,Milk Bulk 1L,Milk Bulk,5897,239,108,6028,200,OK,FY2023-24,Saturday,2,55.8,Safe
IN003458,2024-03-02,2024,3,March,Q1,P02,Milk Packet 500ml,Milk Packet,5097,203,248,5052,500,OK,FY2023-24,Saturday,3,20.4,Safe
IN003459,2024-03-02,2024,3,March,Q1,P03,Milk Packet 200ml,Milk Packet,7362,79,226,7215,500,OK,FY2023-24,Saturday,3,31.9,Safe
IN003460,2024-03-02,2024,3,March,Q1,P04,Paneer 200g,Paneer,4141,193,147,4187,30,OK,FY2023-24,Saturday,7,28.5,Safe
IN003461,2024-03-02,2024,3,March,Q1,P05,Paneer 500g,Paneer,3217,109,195,3131,30,OK,FY2023-24,Saturday,7,16.1,Safe
IN003462,2024-03-02,2024,3,March,Q1,P06,Curd 400g,Curd,4146,163,49,4260,80,OK,FY2023-24,Saturday,5,86.9,Safe
IN003463,2024-03-02,2024,3,March,Q1,P07,Curd 1kg,Curd,1840,76,59,1857,80,OK,FY2023-24,Saturday,5,31.5,Safe
IN003464,2024-03-02,2024,3,March,Q1,P08,Ghee 500ml,Ghee,5706,181,88,5799,15,OK,FY2023-24,Saturday,180,65.9,At Risk
IN003465,2024-03-02,2024,3,March,Q1,P09,Ghee 1L,Ghee,4848,207,111,4944,15,OK,FY2023-24,Saturday,180,44.5,At Risk
IN003466,2024-03-02,2024,3,March,Q1,P10,Butter 100g,Butter,5807,245,50,6002,25,OK,FY2023-24,Saturday,90,120.0,Safe
IN003467,2024-03-02,2024,3,March,Q1,P11,Butter 500g,Butter,2843,175,231,2787,25,OK,FY2023-24,Saturday,90,12.1,At Risk
IN003468,2024-03-02,2024,3,March,Q1,P12,Cream 200ml,Cream,3695,208,241,3662,12,OK,FY2023-24,Saturday,10,15.2,Safe
IN003469,2024-03-04,2024,3,March,Q1,P01,Milk Bulk 1L,Milk Bulk,6028,286,270,6044,200,OK,FY2023-24,Monday,2,22.4,Safe
IN003470,2024-03-04,2024,3,March,Q1,P02,Milk Packet 500ml,Milk Packet,5052,210,211,5051,500,OK,FY2023-24,Monday,3,23.9,Safe
IN003471,2024-03-04,2024,3,March,Q1,P03,Milk Packet 200ml,Milk Packet,7215,176,187,7204,500,OK,FY2023-24,Monday,3,38.5,Safe
IN003472,2024-03-04,2024,3,March,Q1,P04,Paneer 200g,Paneer,4187,195,196,4186,30,OK,FY2023-24,Monday,7,21.4,Safe
IN003473,2024-03-04,2024,3,March,Q1,P05,Paneer 500g,Paneer,3131,136,130,3137,30,OK,FY2023-24,Monday,7,24.1,Safe
IN003474,2024-03-04,2024,3,March,Q1,P06,Curd 400g,Curd,4260,69,144,4185,80,OK,FY2023-24,Monday,5,29.1,Safe
IN003475,2024-03-04,2024,3,March,Q1,P07,Curd 1kg,Curd,1857,215,274,1798,80,OK,FY2023-24,Monday,5,6.6,Safe
IN003476,2024-03-04,2024,3,March,Q1,P08,Ghee 500ml,Ghee,5799,252,212,5839,15,OK,FY2023-24,Monday,180,27.5,At Risk
IN003477,2024-03-04,2024,3,March,Q1,P09,Ghee 1L,Ghee,4944,270,116,5098,15,OK,FY2023-24,Monday,180,43.9,At Risk
IN003478,2024-03-04,2024,3,March,Q1,P10,Butter 100g,Butter,6002,246,207,6041,25,OK,FY2023-24,Monday,90,29.2,At Risk
IN003479,2024-03-04,2024,3,March,Q1,P11,Butter 500g,Butter,2787,104,97,2794,25,OK,FY2023-24,Monday,90,28.8,At Risk
IN003480,2024-03-04,2024,3,March,Q1,P12,Cream 200ml,Cream,3662,289,253,3698,12,OK,FY2023-24,Monday,10,14.6,Safe
IN003481,2024-03-05,2024,3,March,Q1,P01,Milk Bulk 1L,Milk Bulk,6044,189,154,6079,200,OK,FY2023-24,Tuesday,2,39.5,Safe
IN003482,2024-03-05,2024,3,March,Q1,P02,Milk Packet 500ml,Milk Packet,5051,295,109,5237,500,OK,FY2023-24,Tuesday,3,48.0,Safe
IN003483,2024-03-05,2024,3,March,Q1,P03,Milk Packet 200ml,Milk Packet,7204,53,255,7002,500,OK,FY2023-24,Tuesday,3,27.5,Safe
IN003484,2024-03-05,2024,3,March,Q1,P04,Paneer 200g,Paneer,4186,126,171,4141,30,OK,FY2023-24,Tuesday,7,24.2,Safe
IN003485,2024-03-05,2024,3,March,Q1,P05,Paneer 500g,Paneer,3137,286,269,3154,30,OK,FY2023-24,Tuesday,7,11.7,Safe
IN003486,2024-03-05,2024,3,March,Q1,P06,Curd 400g,Curd,4185,219,117,4287,80,OK,FY2023-24,Tuesday,5,36.6,Safe
IN003487,2024-03-05,2024,3,March,Q1,P07,Curd 1kg,Curd,1798,289,125,1962,80,OK,FY2023-24,Tuesday,5,15.7,Safe
IN003488,2024-03-05,2024,3,March,Q1,P08,Ghee 500ml,Ghee,5839,195,136,5898,15,OK,FY2023-24,Tuesday,180,43.4,At Risk
IN003489,2024-03-05,2024,3,March,Q1,P09,Ghee 1L,Ghee,5098,187,114,5171,15,OK,FY2023-24,Tuesday,180,45.4,At Risk
IN003490,2024-03-05,2024,3,March,Q1,P10,Butter 100g,Butter,6041,55,100,5996,25,OK,FY2023-24,Tuesday,90,60.0,At Risk
IN003491,2024-03-05,2024,3,March,Q1,P11,Butter 500g,Butter,2794,167,149,2812,25,OK,FY2023-24,Tuesday,90,18.9,At Risk
IN003492,2024-03-05,2024,3,March,Q1,P12,Cream 200ml,Cream,3698,152,226,3624,12,OK,FY2023-24,Tuesday,10,16.0,Safe
IN003493,2024-03-06,2024,3,March,Q1,P01,Milk Bulk 1L,Milk Bulk,6079,126,44,6161,200,OK,FY2023-24,Wednesday,2,140.0,Safe
IN003494,2024-03-06,2024,3,March,Q1,P02,Milk Packet 500ml,Milk Packet,5237,272,209,5300,500,OK,FY2023-24,Wednesday,3,25.4,Safe
IN003495,2024-03-06,2024,3,March,Q1,P03,Milk Packet 200ml,Milk Packet,7002,88,133,6957,500,OK,FY2023-24,Wednesday,3,52.3,Safe
IN003496,2024-03-06,2024,3,March,Q1,P04,Paneer 200g,Paneer,4141,249,98,4292,30,OK,FY2023-24,Wednesday,7,43.8,Safe
IN003497,2024-03-06,2024,3,March,Q1,P05,Paneer 500g,Paneer,3154,193,155,3192,30,OK,FY2023-24,Wednesday,7,20.6,Safe
IN003498,2024-03-06,2024,3,March,Q1,P06,Curd 400g,Curd,4287,95,180,4202,80,OK,FY2023-24,Wednesday,5,23.3,Safe
IN003499,2024-03-06,2024,3,March,Q1,P07,Curd 1kg,Curd,1962,166,263,1865,80,OK,FY2023-24,Wednesday,5,7.1,Safe
